species,longitude,latitude
Artibeus cinereus,-78.892,-5.099
Artibeus cinereus,-75.747,-5.725
Artibeus jamaicensis,-80.281,-3.853
Artibeus cinereus,-67.417,-15.567
Artibeus cinereus,-67.417,-15.583
Artibeus jamaicensis,-67.483,-15.317
Artibeus cinereus,-67.483,-15.317
Artibeus fraterculus,-80.281,-3.853
Artibeus cinereus,-69.283,-12.85
Artibeus cinereus,-77.133,-8.217
Artibeus cinereus,-77.774,7.874
Artibeus jamaicensis,-83.889,9.797
Artibeus jamaicensis,-77.755,7.855
Artibeus jamaicensis,-77.717,7.817
Artibeus cinereus,-77.755,7.855
Artibeus cinereus,-77.717,7.817
Artibeus cinereus,-75.333,-10.617
Artibeus cinereus,-75.29,-10.567
Artibeus cinereus,-75.358,-10.567
Artibeus cinereus,-75.1,-10.667
Artibeus fraterculus,-79.783,-5.95
Artibeus fraterculus,-79.867,-6.45
Artibeus fraterculus,-79.683,-6.2
Artibeus fraterculus,-79.724,-5.823
Artibeus cinereus,-72.75,-3.458
Artibeus jamaicensis,-84.598,9.821
Artibeus jamaicensis,-83.179,9.964
Artibeus jamaicensis,-83.868,9.917
Artibeus jamaicensis,-84.72274,9.95013
Artibeus lituratus,-61.133,10.617
Ateles geoffroyi,-94.72599,17.32073
Artibeus phaeotis,-94.78199,17.34173
Artibeus phaeotis,-89.033,17.55
Balantiopteryx io,-92.93795,17.54872
Balantiopteryx io,-92.93795,17.53773
Artibeus lituratus,-92.93795,17.54872
Artibeus phaeotis,-92.93795,17.54872
Ateles geoffroyi,-92.92195,17.54872
Ateles geoffroyi,-92.91095,17.54872
Balantiopteryx io,-92.91095,17.54872
Artibeus lituratus,-91.53592,17.80772
Artibeus lituratus,-91.53592,17.79972
Artibeus lituratus,-92.91395,17.54872
Artibeus phaeotis,-92.91395,17.54872
Artibeus phaeotis,-92.91095,17.54872
Artibeus phaeotis,-91.53592,17.79972
Artibeus phaeotis,-88.372,18.398
Balantiopteryx io,-92.93295,17.54372
Artibeus obscurus,-74.533,-8.383
Artibeus planirostris,-74.533,-8.383
Artibeus lituratus,-88.027,14.944
Ateles paniscus,-71.217,-10.133
Artibeus lituratus,-83.48671,8.6982
Artibeus phaeotis,-83.38271,10.10112
Artibeus toltecus,-84.893,10.467
Artibeus phaeotis,-85.08275,10.4511
Artibeus lituratus,-85.717,10.55
Artibeus phaeotis,-74.717,-8.25
Artibeus lituratus,-74.717,-8.25
Artibeus planirostris,-71.217,-10.133
Artibeus toltecus,-84.20573,9.80714
Artibeus phaeotis,-84.20573,9.80714
Artibeus lituratus,-84.20573,9.80714
Artibeus lituratus,-83.057,8.965
Artibeus lituratus,-83.38271,10.10112
Artibeus lituratus,-84.13172,9.79814
Artibeus lituratus,-84.5,9.533
Artibeus toltecus,-83.433,9.85
Artibeus toltecus,-84.81674,10.30111
Artibeus lituratus,-84.217,9.767
Artibeus lituratus,-84.267,9.7
Artibeus phaeotis,-93.68296,16.0228
Baiomys musculus,-93.68296,16.0228
Artibeus planirostris,-74.717,-8.25
Artibeus obscurus,-71.217,-10.133
Artibeus lituratus,-71.217,-10.133
Atelocynus microtis,-71.217,-10.133
Bassaricyon gabbii,-71.217,-10.133
Artibeus obscurus,-75.806,-9.098
Artibeus planirostris,-75.806,-9.098
Artibeus lituratus,-84.183,9.933
Artibeus phaeotis,-83.73272,10.38411
Artibeus toltecus,-83.589,9.45
Bassaricyon gabbii,-83.73272,10.38411
Bassaricyon gabbii,-84.05,9.95
Artibeus lituratus,-83.05,9.717
Artibeus lituratus,-85.2,10.333
Artibeus phaeotis,-85.2,10.333
Artibeus toltecus,-84.15,10.167
Artibeus lituratus,-78.809,-5.84
Artibeus planirostris,-75.758,-9.076
Auliscomys pictus,-76.133,-11.736
Balantiopteryx plicata,-95.68001,16.74776
Balantiopteryx plicata,-94.14898,16.32378
Artibeus lituratus,-60.783,11.183
Artibeus planirostris,-72.867,9.833
Ateles geoffroyi,-84.893,10.438
Bassaricyon gabbii,-83.84972,10.36811
Bassaricyon gabbii,-84.26973,9.71814
Artibeus planirostris,-73.767,-12.733
Auliscomys pictus,-76.317,-11.4
Artibeus lituratus,-75.758,-9.076
Artibeus obscurus,-78.495,-5.473
Artibeus lituratus,-78.495,-5.473
Artibeus planirostris,-78.633,-5.333
Artibeus obscurus,-72.833,-12.333
Artibeus obscurus,-70.396,-13.169
Artibeus obscurus,-69.954,-12.945
Artibeus planirostris,-72.833,-12.333
Artibeus planirostris,-69.954,-12.945
Artibeus lituratus,-69.954,-12.945
Artibeus obscurus,-78.122,-4.844
Artibeus lituratus,-78.245,-4.296
Artibeus obscurus,-77.477,-5.747
Artibeus planirostris,-76.37,-0.24
Artibeus planirostris,-67.417,-15.567
Artibeus lituratus,-67.483,-15.317
Artibeus planirostris,-67.483,-15.317
Artibeus obscurus,-67.483,-15.317
Artibeus lituratus,-80.281,-3.853
Artibeus obscurus,-69.283,-12.85
Artibeus lituratus,-69.283,-12.85
Artibeus planirostris,-69.283,-12.85
Artibeus lituratus,-77.717,7.817
Artibeus phaeotis,-77.717,7.817
Artibeus toltecus,-77.717,7.817
Artibeus toltecus,-77.755,7.855
Artibeus lituratus,-77.755,7.855
Artibeus lituratus,-75.29,-10.567
Artibeus lituratus,-75.1,-10.667
Artibeus obscurus,-75.1,-10.667
Artibeus obscurus,-66.167,-11.133
Artibeus lituratus,-66.167,-11.133
Artibeus planirostris,-66.167,-11.133
Artibeus obscurus,-72.706,-3.199
Artibeus planirostris,-72.706,-3.199
Caluromys philander,-66.917,10.5
Carollia brevicauda,-94.78199,17.34173
Carollia brevicauda,-89.033,17.55
Carollia brevicauda,-88.983,16.783
Caluromys derbianus,-92.93795,17.54872
Carollia brevicauda,-92.93795,17.54872
Caluromys derbianus,-92.92195,17.81171
Caluromys derbianus,-91.53592,17.98971
Carollia brevicauda,-88.372,18.398
Caluromys lanatus,-74.533,-8.383
Carollia brevicauda,-75.983,-9.3
Carollia brevicauda,-87.55,15.683
Carollia brevicauda,-88.027,14.944
Callicebus moloch,-71.217,-10.133
Carollia castanea,-71.217,-10.133
Caluromys derbianus,-83.38271,10.10112
Carollia castanea,-84.915,10.467
Carollia castanea,-84.893,10.467
Carollia castanea,-83.48671,8.6982
Carollia castanea,-83.583,9.985
Carollia brevicauda,-71.217,-10.133
Carollia castanea,-84.024,10.467
Carollia castanea,-84.15,9.581
Carollia castanea,-83.69972,10.15112
Carollia brevicauda,-84.533,10.367
Carollia brevicauda,-84.938,10.495
Carollia brevicauda,-84.951,10.482
Carollia brevicauda,-84.13172,9.79814
Carollia castanea,-84.13172,9.79814
Carollia castanea,-83.057,8.965
Carollia brevicauda,-83.057,8.965
Carollia castanea,-83.342,9.17
Carollia castanea,-83.121,8.65
Caluromys derbianus,-84.283,9.683
Carollia castanea,-84.267,9.7
Bradypus variegatus,-71.217,-10.133
Carollia brevicauda,-75.806,-9.098
Carollia castanea,-75.806,-9.098
Caluromys derbianus,-84.196,9.946
Caluromys derbianus,-83.54971,9.91813
Carollia castanea,-83.73272,10.38411
Carollia castanea,-83.54971,9.91813
Carollia brevicauda,-85.2,10.333
Carollia castanea,-83.05,9.717
Caluromys lanatus,-74.717,-8.25
Caluromys lanatus,-71.217,-10.133
Carollia castanea,-74.717,-8.25
Carollia brevicauda,-75.758,-9.076
Carollia brevicauda,-74.717,-8.25
Carollia brevicauda,-84.183,9.933
Carollia brevicauda,-85.2,10.417
Carollia castanea,-84.217,9.767
Brachyphylla nana,-81.183,19.35
Carollia brevicauda,-61.283,10.717
Caluromys derbianus,-84.183,9.933
Bradypus variegatus,-84.26973,9.71814
Bradypus variegatus,-83.75672,9.33116
Carollia brevicauda,-73.733,-12.667
Carollia brevicauda,-73.767,-12.733
Carollia brevicauda,-73.783,-12.733
Carollia castanea,-73.733,-12.667
Carollia castanea,-73.767,-12.733
Carollia brevicauda,-76.37,-0.24
Caluromys derbianus,-75.983,-9.3
Carollia castanea,-75.758,-9.076
Carollia brevicauda,-75.79,-9.108
Carollia brevicauda,-84.381,9.581
Carollia brevicauda,-78.495,-5.473
Carollia brevicauda,-76.133,-9.633
Carollia castanea,-78.495,-5.473
Brachyphylla cavernarum,-66.589,18.18
Brachyphylla cavernarum,-66.87,17.967
Brachyphylla cavernarum,-66.891,18.07
Carollia castanea,-77.927,-5.257
Carollia castanea,-72.833,-12.333
Carollia castanea,-70.396,-13.169
Carollia castanea,-69.877,-12.886
Carollia brevicauda,-78.494,-5.328
Carollia brevicauda,-70.394,-13.177
Callicebus moloch,-69.137,-14.094
Brachyphylla nana,-71.8,21.817
Carollia brevicauda,-72.833,-12.333
Carollia brevicauda,-70.264,-13.267
Carollia brevicauda,-69.877,-12.886
Carollia brevicauda,-69.954,-12.945
Carollia brevicauda,-78.326,-5.611
Carollia brevicauda,-78.254,-5.611
Carollia brevicauda,-78.122,-4.844
Carollia castanea,-78.122,-4.844
Carollia brevicauda,-77.869,-4.701
Carollia brevicauda,-77.902,-4.675
Carollia brevicauda,-77.495,-4.702
Caluromys lanatus,-78.531,-5.635
Cabassous unicinctus,-78.122,-4.844
Carollia brevicauda,-75.747,-9.064
Carollia brevicauda,-77.477,-5.747
Carollia brevicauda,-77.691,-5.767
Carollia brevicauda,-75.6,-1.517
Carollia castanea,-75.6,-1.517
Carollia castanea,-76.37,-0.24
Carollia brevicauda,-78.892,-5.099
Callicebus moloch,-78.175,-4.417
Carollia brevicauda,-67.417,-15.567
Carollia brevicauda,-67.833,-16.283
Carollia brevicauda,-67.417,-15.583
Carollia brevicauda,-67.783,-16.267
Carollia castanea,-67.483,-15.317
Carollia brevicauda,-67.483,-15.317
Carollia brevicauda,-80.281,-3.853
Carollia castanea,-69.283,-12.85
Carollia brevicauda,-69.283,-12.85
Carollia brevicauda,-77.167,-8.2
Carollia brevicauda,-77.133,-8.217
Carollia brevicauda,-77.774,7.874
Caenolestes caniventer,-79.41529,-5.09638
Caenolestes caniventer,-79.383,-5.117
Caenolestes fuliginosus,-79.383,-5.117
Carollia brevicauda,-77.717,7.817
Carollia brevicauda,-60.783,11.183
Carollia castanea,-75.1,-10.667
Carollia brevicauda,-75.333,-10.617
Carollia brevicauda,-75.1,-10.667
Carollia brevicauda,-69.232,-14.264
Carollia brevicauda,-79.41529,-5.09638
Calomys sorellus,-71.29,-16.366
Calomys sorellus,-71.197,-16.197
Calomys sorellus,-71.164,-16.35
Calomys lepidus,-71.164,-16.35
Carollia brevicauda,-72.706,-3.199
Carollia castanea,-72.706,-3.199
Bradypus variegatus,-73.247,-3.025
Carollia castanea,-72.75,-3.458
Caluromys lanatus,-76.3,-6.353
Carollia castanea,-83.179,9.964
Carollia perspicillata,-61.133,10.617
Carollia perspicillata,-60.95,10.833
Carollia perspicillata,-61.133,10.433
Chrotopterus auritus,-92.93795,17.53773
Carollia perspicillata,-92.93795,17.54872
Chironectes minimus,-92.97395,17.56972
Chironectes minimus,-92.89995,17.77871
Carollia perspicillata,-92.91095,17.54872
Carollia perspicillata,-91.53592,17.79672
Centurio senex,-92.93795,17.54872
Carollia perspicillata,-88.31,16.84
Centurio senex,-88.372,18.398
Carollia perspicillata,-74.533,-8.383
Carollia perspicillata,-74.717,-8.25
Carollia perspicillata,-83.38271,10.10112
Carollia perspicillata,-83.433,9.85
Choeroniscus godmani,-87.55,15.683
Chironectes minimus,-71.217,-10.133
Centronycteris maximiliani,-83.48671,8.6982
Carollia perspicillata,-84.915,10.467
Carollia subrufa,-84.915,10.467
Carollia perspicillata,-83.48671,8.6982
Carollia perspicillata,-83.535,8.649
Choloepus hoffmanni,-83.1647,9.75314
Cebus albifrons,-71.217,-10.133
Carollia perspicillata,-84.15,9.586
Carollia perspicillata,-84.024,10.467
Carollia perspicillata,-83.69972,10.15112
Chrotopterus auritus,-95.20501,18.55467
Carollia perspicillata,-88.317,16.8
Carollia perspicillata,-84.033,9.917
Carollia perspicillata,-84.951,10.482
Carollia perspicillata,-83.057,8.965
Carollia perspicillata,-83.54471,8.94619
Carollia perspicillata,-84.15,9.581
Carollia perspicillata,-83.342,9.17
Carollia perspicillata,-83.121,8.65
Cebus capucinus,-83.347,8.864
Carollia perspicillata,-84.198,9.933
Carollia perspicillata,-84.217,9.767
Carollia perspicillata,-83.45,8.821
Carollia perspicillata,-83.347,8.864
Carollia perspicillata,-84.267,9.7
Cryptotis mexicana,-96.47303,16.07879
Chiroderma villosum,-93.68296,16.0228
Carollia subrufa,-92.46593,15.25784
Carollia subrufa,-93.68296,16.0228
Choeroniscus minor,-71.217,-10.133
Carollia perspicillata,-71.217,-10.133
Chiroderma villosum,-74.717,-8.25
Chiroderma villosum,-71.217,-10.133
Cebus apella,-71.217,-10.133
Carollia perspicillata,-75.982,-8.734
Carollia perspicillata,-75.806,-9.098
Chiroderma villosum,-75.758,-9.076
Chironectes minimus,-83.73272,10.38411
Cryptotis gracilis,-83.76672,9.60115
Cryptotis gracilis,-83.733,9.567
Cryptotis gracilis,-83.667,9.5
Cryptotis gracilis,-83.5,9.5
Choeroniscus godmani,-83.51671,9.83414
Choeroniscus godmani,-83.54971,9.91813
Carollia perspicillata,-84.183,9.933
Carollia perspicillata,-84.203,9.953
Carollia perspicillata,-83.73272,10.38411
Carollia subrufa,-83.73272,10.38411
Carollia subrufa,-84.196,9.946
Chiroderma villosum,-83.3107,9.25117
Centurio senex,-84.196,9.946
Centurio senex,-83.548,9.45
Conepatus semistriatus,-83.73272,10.38411
Carollia perspicillata,-85.2,10.333
Centurio senex,-85.2,10.333
Choeroniscus minor,-74.717,-8.25
Carollia perspicillata,-75.983,-9.3
Chiroderma trinitatum,-71.217,-10.133
Chroeomys jelskii,-75.219,-11.917
Chibchanomys trichotis,-76.074,-9.705
Choeroniscus godmani,-85.2,10.417
Carollia perspicillata,-85.13275,10.4681
Carollia perspicillata,-85.2,10.417
Choeronycteris mexicana,-96.66204,17.16173
Carollia perspicillata,-61.283,10.717
Carollia perspicillata,-60.783,11.183
Carollia perspicillata,-72.867,9.833
Chiroderma villosum,-72.867,9.833
Choloepus hoffmanni,-84.01572,10.00713
Chaetophractus villosus,-70.833,-42.2
Conepatus humboldtii,-70.833,-42.2
Carollia perspicillata,-73.767,-12.733
Chiroderma trinitatum,-73.733,-12.667
Chiroderma trinitatum,-73.767,-12.733
Chiroderma villosum,-73.733,-12.667
Cebus apella,-73.8,-12.75
Coendou bicolor,-71.217,-10.133
Carollia perspicillata,-54.633,-26.4
Conepatus humboldtii,-70.7,-42.4
Conepatus humboldtii,-69.85,-43.267
Carollia perspicillata,-75.758,-9.076
Carollia perspicillata,-75.79,-9.108
Chiroderma villosum,-79.833,9.2
Carollia perspicillata,-78.495,-5.473
Carollia perspicillata,-76.133,-9.633
Carollia perspicillata,-78.494,-5.328
Carollia perspicillata,-72.833,-12.333
Carollia perspicillata,-72.6,-12.967
Carollia perspicillata,-70.396,-13.169
Carollia perspicillata,-69.877,-12.886
Chiroderma villosum,-72.833,-12.333
Conepatus semistriatus,-81.27,-4.559
Carollia perspicillata,-70.264,-13.267
Carollia perspicillata,-69.954,-12.945
Chiroderma trinitatum,-69.954,-12.945
Carollia perspicillata,-77.927,-5.257
Carollia perspicillata,-78.326,-5.611
Chrotopterus auritus,-78.344,-5.611
Carollia perspicillata,-78.122,-4.844
Carollia perspicillata,-77.495,-4.702
Carollia perspicillata,-78.161,-4.878
Carollia perspicillata,-78.057,-4.804
Carollia perspicillata,-77.992,-4.701
Carollia perspicillata,-77.804,-4.641
Carollia perspicillata,-78.367,-5.2
Carollia perspicillata,-78.254,-5.611
Carollia perspicillata,-77.477,-5.747
Carollia perspicillata,-77.691,-5.767
Carollia perspicillata,-76.37,-0.24
Cormura brevirostris,-76.37,-0.24
Carollia perspicillata,-75.6,-1.517
Carollia perspicillata,-78.892,-5.099
Carollia perspicillata,-67.417,-15.567
Chiroderma salvini,-67.417,-15.567
Chiroderma trinitatum,-67.417,-15.567
Carollia perspicillata,-67.417,-15.583
Carollia perspicillata,-67.783,-16.267
Chiroderma salvini,-67.483,-15.317
Chiroderma trinitatum,-67.483,-15.317
Carollia perspicillata,-67.483,-15.317
Choeroniscus minor,-67.483,-15.317
Carollia perspicillata,-80.281,-3.853
Chiroderma villosum,-80.281,-3.853
Carollia perspicillata,-69.283,-12.85
Chiroderma villosum,-69.283,-12.85
Chiroderma salvini,-69.283,-12.85
Cavia tschudii,-77.233,-8.2
Chiroderma salvini,-75.989,3.686
Chiroderma salvini,-77.755,7.855
Carollia perspicillata,-77.717,7.817
Choeroniscus minor,-80.281,-3.853
Carollia perspicillata,-79.35,-0.978
Carollia perspicillata,-79.342,-5.885
Chiroderma villosum,-75.1,-10.667
Carollia perspicillata,-75.1,-10.667
Carollia perspicillata,-66.167,-11.133
Chiroderma villosum,-66.167,-11.133
Chroeomys andinus,-71.235,-16.363
Chroeomys andinus,-71.197,-16.197
Chroeomys andinus,-71.142,-16.366
Chroeomys jelskii,-71.197,-16.197
Chinchillula sahamae,-71.197,-16.197
Carollia perspicillata,-72.676,-3.473
Carollia perspicillata,-72.706,-3.199
Chiroderma villosum,-72.706,-3.199
Choeroniscus minor,-72.75,-3.458
Carollia perspicillata,-73.247,-2.934
Carollia perspicillata,-84.72274,9.95013
Carollia perspicillata,-83.179,9.964
Cratogeomys perotensis,-97.096,19.621
Cratogeomys merriami,-98.43809,18.89864
Cratogeomys fulvescens,-97.22806,19.57362
Cratogeomys perotensis,-97.09906,19.63561
Cratogeomys merriami,-98.437,18.871
Cratogeomys fulvescens,-97.443,18.968
Cratogeomys fulvescens,-97.222,19.583
Cratogeomys merriami,-98.304,19.171
Cratogeomys perotensis,-97.539,19.788
Cratogeomys perotensis,-97.164,19.632
Cratogeomys perotensis,-97.189,19.615
Cratogeomys fulvescens,-97.534,19.273
Cratogeomys fulvescens,-97.903,19.316
Cratogeomys merriami,-98.646,19.085
Cratogeomys merriami,-98.641,19.065
Cratogeomys merriami,-98.643,19.112
Cratogeomys perotensis,-97.16,19.522
Cratogeomys perotensis,-97.23,19.078
Desmodus rotundus,-61.25,10.5
Desmodus rotundus,-60.95,10.833
Dasyprocta punctata,-89.033,17.55
Dasypus novemcinctus,-88.983,16.952
Cuniculus paca,-89.033,17.55
Didelphis marsupialis,-92.93795,17.54872
Desmodus rotundus,-92.93795,17.54872
Desmodus rotundus,-92.93795,17.53773
Diaemus youngi,-92.91095,17.54872
Desmodus rotundus,-92.91095,17.54872
Desmodus rotundus,-91.53592,17.98971
Dasypus novemcinctus,-91.66492,17.93171
Cyclopes didactylus,-91.53592,17.80772
Dasyprocta mexicana,-92.93795,17.54872
Cuniculus paca,-91.53592,18.1727
Cuniculus paca,-91.53592,17.96871
Cryptotis parva,-91.53592,17.96871
Desmodus rotundus,-84.183,9.933
Desmodus rotundus,-87.55,15.683
Dasyprocta punctata,-88.027,14.944
Dasypus kappleri,-71.217,-10.133
Desmodus rotundus,-71.217,-10.133
Cuniculus paca,-83.057,8.965
Didelphis marsupialis,-83.64971,9.90113
Cyclopes didactylus,-84.15,9.45
Desmodus rotundus,-83.38271,10.10112
Didelphis marsupialis,-93.68296,16.0228
Didelphis marsupialis,-93.02895,17.38373
Didelphis marsupialis,-94.04997,16.47677
Didelphis marsupialis,-92.46593,15.25784
Didelphis marsupialis,-74.717,-8.25
Didelphis marsupialis,-71.217,-10.133
Dasypus novemcinctus,-71.217,-10.133
Dinomys branickii,-71.217,-10.133
Dasyprocta punctata,-71.217,-10.133
Dactylomys dactylinus,-71.217,-10.133
Desmodus rotundus,-76.4,-13.083
Didelphis marsupialis,-84.183,9.933
Didelphis marsupialis,-83.73272,10.38411
Desmodus rotundus,-84.196,9.946
Desmodus rotundus,-84.203,9.953
Desmodus rotundus,-83.54971,9.91813
Desmodus rotundus,-84.15,10.167
Desmodus rotundus,-83.05,9.717
Didelphis albiventris,-76.074,-9.705
Didelphis aurita,-76.074,-9.705
Desmodus rotundus,-75.533,-5.167
Cyclopes didactylus,-71.217,-10.133
Dasypus pilosus,-76.074,-9.705
Cuniculus taczanowskii,-76.074,-9.705
Cuniculus paca,-71.217,-10.133
Didelphis marsupialis,-84.196,9.946
Desmodus rotundus,-85.2,10.417
Desmodus rotundus,-83.45,8.967
Desmodus rotundus,-96.44904,19.32163
Didelphis marsupialis,-97.00805,18.89765
Cryptotis parva,-84.183,9.933
Cyclopes didactylus,-83.183,9.017
Dasypus novemcinctus,-84.483,10.367
Didelphis marsupialis,-73.733,-12.667
Desmodus rotundus,-73.733,-12.667
Diphylla ecaudata,-73.767,-12.733
Dactylomys dactylinus,-73.733,-12.667
Dactylomys dactylinus,-74.717,-8.25
Cuniculus taczanowskii,-73.8,-12.75
Dasyprocta punctata,-73.733,-12.667
Ctenomys mendocinus,-70.833,-42.2
Didelphis albiventris,-75.533,-11.25
Dasypus novemcinctus,-75.758,-9.076
Desmodus rotundus,-76.083,-9.845
Cuniculus taczanowskii,-76.133,-9.633
Diplomys labilis,-80.017,9.217
Didelphis albiventris,-70.972,-13.599
Desmodus rotundus,-79.465,-5.4
Desmodus rotundus,-72.833,-12.333
Dasypus novemcinctus,-70.75,-13.467
Dasypus novemcinctus,-72.833,-12.333
Dasypus pilosus,-76.083,-9.699
Dasypus pilosus,-76.05,-9.667
Cuniculus paca,-72.833,-12.333
Didelphis marsupialis,-72.833,-12.333
Desmodus rotundus,-79.783,-5.882
Desmodus rotundus,-79.878,-5.814
Desmodus rotundus,-78.326,-5.611
Diphylla ecaudata,-78.344,-5.611
Desmodus rotundus,-78.122,-4.844
Desmodus rotundus,-79.783,-5.841
Dasypus pilosus,-78.283,-5.481
Desmodus rotundus,-78.623,-6.487
Desmodus rotundus,-78.892,-5.099
Dactylomys peruanus,-67.833,-16.283
Desmodus rotundus,-67.483,-15.317
Dactylomys peruanus,-67.483,-15.317
Didelphis albiventris,-56.8,-26.083
Dasyprocta fuliginosa,-78.245,-4.296
Desmodus rotundus,-77.777,-6.663
Desmodus rotundus,-79.7123,-5.56439
Dasyprocta fuliginosa,-75.1,-10.667
Didelphis marsupialis,-79.41529,-5.09638
Cryptotis peruviensis,-79.41529,-5.09638
Desmodus rotundus,-74.25,-12.933
Desmodus rotundus,-77.626,-9.987
Desmodus rotundus,-79.683,-6.2
Desmodus rotundus,-79.867,-6.45
Didelphis marsupialis,-79.683,-6.2
Cuniculus taczanowskii,-77.483,-7.533
Desmodus rotundus,-77.483,-7.533
Cuniculus paca,-72.706,-3.199
Dasyprocta fuliginosa,-72.706,-3.199
Dactylomys dactylinus,-72.676,-3.473
Didelphis marsupialis,-72.706,-3.199
Didelphis marsupialis,-84.633,9.707
Desmodus rotundus,-84.617,9.762
Dasypus novemcinctus,-83.558,8.967
Dasyprocta fuliginosa,-73.333,-3.047
Dasyprocta fuliginosa,-68.967,-11.183
Didelphis marsupialis,-83.868,9.917
Desmodus rotundus,-83.72771,9.48816
Desmodus rotundus,-83.99072,9.98113
Didelphis marsupialis,-96.72004,16.70276
Cyclopes didactylus,-73.247,-3.025
Galictis vittata,-96.82505,18.87765
Galictis vittata,-96.841,18.877
Eira barbara,-89.033,17.55
Eira barbara,-92.93795,17.54872
Galictis vittata,-92.92795,17.9917
Galictis vittata,-91.53592,17.80772
Eptesicus furinalis,-92.78495,18.48868
Eumops underwoodi,-91.53592,17.98971
Eumops bonariensis,-92.93795,17.81171
Eumops underwoodi,-88.429,18.383
Ectophylla alba,-83.64971,9.90113
Eptesicus fuscus,-84.133,9.917
Eumops hansae,-83.347,8.864
Eptesicus furinalis,-92.46593,15.50383
Eptesicus furinalis,-93.68296,16.0228
Eptesicus fuscus,-96.47303,16.07879
Eptesicus brasiliensis,-71.217,-10.133
Eptesicus furinalis,-71.217,-10.133
Galictis vittata,-71.217,-10.133
Eira barbara,-71.217,-10.133
Eptesicus brasiliensis,-76.074,-9.705
Eptesicus brasiliensis,-75.806,-9.098
Ectophylla alba,-83.73272,10.38411
Enchisthenes hartii,-83.548,9.45
Enchisthenes hartii,-83.54971,9.91813
Eptesicus fuscus,-84.196,9.946
Eptesicus fuscus,-84.19,9.94
Eptesicus furinalis,-84.196,9.921
Eptesicus furinalis,-83.73272,10.38411
Eumops glaucinus,-84.196,9.946
Ectophylla alba,-83.05,9.717
Enchisthenes hartii,-84.15,10.167
Eptesicus brasiliensis,-83.717,9.567
Eptesicus brasiliensis,-75.758,-9.076
Eptesicus fuscus,-84.183,9.933
Eptesicus brasiliensis,-73.783,-12.733
Eligmodontia typus,-64.0,-42.5
Eligmodontia typus,-64.283,-42.567
Eligmodontia typus,-71.35,-42.233
Galictis cuja,-71.54,-41.966
Galictis cuja,-71.5,-42.067
Erophylla sezekorni,-74.258,22.783
Erophylla sezekorni,-72.967,22.367
Erophylla sezekorni,-71.8,21.817
Erophylla sezekorni,-72.026,21.95
Erophylla sezekorni,-72.267,21.774
Eptesicus fuscus,-74.258,22.783
Enchisthenes hartii,-79.465,-5.4
Enchisthenes hartii,-70.396,-13.169
Platyrrhinus ismaeli,-79.342,-5.885
Eumops glaucinus,-79.567,-7.4
Erophylla sezekorni,-72.283,21.783
Eptesicus innoxius,-79.586,-5.585
Eumops glaucinus,-79.783,-5.841
Enchisthenes hartii,-78.326,-5.611
Enchisthenes hartii,-78.31,-5.566
Enchisthenes hartii,-78.122,-4.844
Eumops hansae,-78.122,-4.844
Enchisthenes hartii,-78.358,-5.534
Enchisthenes hartii,-78.892,-5.099
Enchisthenes hartii,-75.747,-5.725
Eptesicus innoxius,-80.281,-3.853
Enchisthenes hartii,-82.567,8.777
Eumops bonariensis,-60.033,-21.902
Eira barbara,-78.175,-4.417
Eptesicus fuscus,-77.755,7.855
Enchisthenes hartii,-75.29,-10.567
Eptesicus furinalis,-66.167,-11.133
Enchisthenes hartii,-69.232,-14.264
Eumops perotis,-79.783,-5.841
Eumops glaucinus,-79.683,-6.2
Enchisthenes hartii,-79.724,-5.823
Eptesicus innoxius,-79.783,-5.841
Eptesicus brasiliensis,-77.483,-7.533
Eira barbara,-76.083,-9.699
Eptesicus fuscus,-83.70771,9.50716
Furipterus horrens,-72.82,-3.498
Eumops bonariensis,-84.533,9.873
Glossophaga soricina,-96.107,19.101
Glossophaga soricina,-92.93795,17.54872
Glossophaga soricina,-91.53592,17.80772
Puma yagouaroundi,-92.99795,17.79671
Glossophaga soricina,-92.91095,17.54872
Glossophaga soricina,-92.92995,17.81171
Glossophaga soricina,-88.372,18.398
Glossophaga soricina,-88.027,14.944
Glossophaga soricina,-83.38271,10.10112
Glossophaga commissarisi,-84.923,10.467
Glossophaga commissarisi,-84.915,10.467
Glossophaga commissarisi,-83.48671,8.6982
Glossophaga soricina,-83.48671,8.6982
Glossophaga soricina,-83.483,8.693
Glossophaga soricina,-84.533,10.367
Glossophaga leachii,-85.717,10.55
Glossophaga soricina,-84.024,10.467
Glossophaga soricina,-88.317,16.8
Glossophaga commissarisi,-83.69972,10.15112
Glossophaga commissarisi,-84.81674,10.30111
Glossophaga soricina,-83.69972,10.15112
Glossophaga leachii,-83.69972,10.15112
Glossophaga soricina,-83.347,8.864
Glossophaga soricina,-84.198,9.933
Glossophaga commissarisi,-93.68296,16.0228
Glossophaga commissarisi,-92.46593,15.25784
Glossophaga commissarisi,-92.46593,15.50383
Glossophaga soricina,-76.4,-13.083
Glossophaga soricina,-71.217,-10.133
Glossophaga soricina,-74.717,-8.25
Puma yagouaroundi,-71.217,-10.133
Glossophaga soricina,-84.183,9.933
Glossophaga commissarisi,-84.183,9.933
Glossophaga commissarisi,-83.54971,9.91813
Glossophaga commissarisi,-84.196,9.946
Glossophaga soricina,-83.05,9.717
Glossophaga soricina,-75.272,-10.036
Glossophaga soricina,-75.983,-9.3
Glossophaga soricina,-75.758,-9.076
