species,longitude,latitude
Glossophaga soricina,-85.13275,10.4681
Glossophaga soricina,-85.2,10.417
Glossophaga commissarisi,-85.13275,10.4681
Glossophaga commissarisi,-85.2,10.417
Glossophaga soricina,-84.19,9.94
Glossophaga soricina,-94.14898,16.32378
Glossophaga soricina,-97.70706,16.16978
Glossophaga leachii,-94.17998,16.57177
Glossophaga longirostris,-60.783,11.183
Glossophaga longirostris,-61.283,10.717
Gracilinanus agilis,-71.217,-10.133
Glossophaga soricina,-73.767,-12.733
Graomys griseoflavus,-64.0,-42.5
Glossophaga soricina,-81.016,-4.108
Gracilinanus aceramarcae,-76.033,-9.7
Glossophaga soricina,-77.833,-6.833
Glossophaga soricina,-80.517,-3.8
Glossophaga soricina,-78.633,-5.333
Glossophaga soricina,-80.338,-3.483
Glossophaga soricina,-79.783,-5.841
Glossophaga soricina,-79.68,-7.028
Glossophaga soricina,-79.783,-5.882
Glossophaga soricina,-79.878,-5.814
Glossophaga soricina,-79.586,-5.585
Glossophaga soricina,-78.122,-4.844
Glossophaga soricina,-78.367,-5.2
Glossophaga soricina,-79.756,-5.823
Glossophaga soricina,-75.6,-1.517
Glossophaga soricina,-78.892,-5.099
Glossophaga soricina,-67.483,-15.317
Glossophaga soricina,-80.281,-3.853
Glossophaga soricina,-79.767,-5.952
Puma yagouaroundi,-67.417,-15.567
Glossophaga soricina,-83.889,9.797
Heteromys australis,-77.762,7.861
Glossophaga commissarisi,-77.717,7.817
Glossophaga soricina,-79.7123,-5.56439
Glossophaga soricina,-66.167,-11.133
Glossophaga soricina,-79.683,-6.2
Glossophaga soricina,-79.724,-5.823
Glossophaga commissarisi,-72.676,-3.473
Glossophaga soricina,-72.706,-3.199
Glossophaga commissarisi,-83.494,8.967
Glossophaga commissarisi,-84.09973,10.30111
Glironia venusta,-72.82,-3.498
Glossophaga soricina,-84.72274,9.95013
Glossophaga soricina,-84.598,9.821
Glossophaga commissarisi,-83.179,9.964
Glossophaga leachii,-83.179,9.964
Leopardus pardalis,-88.95,16.874
Heteromys desmarestianus,-89.033,17.55
Heteromys desmarestianus,-89.033,17.608
Hylonycteris underwoodi,-92.93795,17.54872
Lasiurus borealis,-67.083,18.383
Leopardus pardalis,-71.217,-10.133
Leopardus pardalis,-83.057,8.965
Heteromys desmarestianus,-83.38271,10.10112
Heteromys desmarestianus,-83.1647,9.75314
Heteromys desmarestianus,-83.69972,10.15112
Heteromys desmarestianus,-83.58271,10.25112
Heteromys desmarestianus,-84.923,10.467
Heteromys desmarestianus,-84.915,10.467
Heteromys desmarestianus,-83.64971,9.86814
Heteromys desmarestianus,-82.93169,8.7372
Heteromys desmarestianus,-83.642,9.859
Heteromys desmarestianus,-84.967,10.467
Homo sapiens,-76.526,-11.913
Heteromys desmarestianus,-84.20573,9.80714
Leopardus pardalis,-83.093,9.106
Heteromys desmarestianus,-84.267,9.7
Heteromys desmarestianus,-84.182,9.75
Lasiurus intermedius,-93.68296,16.0228
Lasiurus ega,-93.68296,16.0228
Heteromys desmarestianus,-92.46593,15.25784
Heteromys desmarestianus,-93.02895,17.38373
Heteromys nelsoni,-92.34793,15.43983
Lichonycteris obscura,-74.717,-8.25
Hydrochoerus hydrochaeris,-71.217,-10.133
Histiotus montanus,-76.074,-9.705
Lasiurus borealis,-76.074,-9.705
Lasiurus borealis,-75.806,-9.098
Hylonycteris underwoodi,-83.73272,10.38411
Hylonycteris underwoodi,-83.589,9.45
Hylonycteris underwoodi,-83.578,9.45
Hylonycteris underwoodi,-83.548,9.45
Lichonycteris obscura,-83.73272,10.38411
Lasiurus borealis,-84.203,9.953
Lasiurus borealis,-83.667,9.5
Lasiurus ega,-84.196,9.946
Heteromys oresterus,-83.548,9.45
Heteromys desmarestianus,-83.73272,10.38411
Heteromys desmarestianus,-83.54971,9.91813
Hoplomys gymnurus,-83.73272,10.38411
Leopardus tigrinus,-83.667,9.5
Leopardus tigrinus,-83.526,9.474
Hylonycteris underwoodi,-84.15,10.167
Lasiurus borealis,-75.758,-9.076
Lasiurus borealis,-71.217,-10.133
Lasiurus ega,-71.217,-10.133
Leopardus wiedii,-71.217,-10.133
Heteromys desmarestianus,-84.9,10.2
Holochilus brasiliensis,-73.767,-12.7
Heteromys desmarestianus,-83.883,9.29
Heteromys desmarestianus,-83.183,9.017
Heteromys desmarestianus,-83.415,9.018
Heteromys desmarestianus,-84.893,10.438
Heteromys desmarestianus,-84.917,10.483
Heteromys desmarestianus,-83.971,9.95
Heteromys desmarestianus,-83.83272,10.5011
Heteromys desmarestianus,-84.26973,9.71814
Lagidium viscacia,-70.833,-42.2
Lasiurus borealis,-76.4,-13.083
Lasiurus borealis,-73.8,-12.75
Lasiurus cinereus,-73.767,-12.733
Holochilus brasiliensis,-74.717,-8.25
Holochilus brasiliensis,-73.733,-12.667
Inia geoffrensis,-74.717,-8.25
Histiotus macrotus,-71.54,-41.966
Lasiurus blossevillii,-71.54,-41.966
Lasiurus cinereus,-76.05,-9.667
Histiotus montanus,-72.455,-13.081
Lestoros inca,-72.417,-13.1
Lestoros inca,-70.917,-13.5
Lagidium peruanum,-76.321,-11.583
Leopardus tigrinus,-76.133,-9.633
Lasiurus borealis,-79.783,-5.841
Lasiurus borealis,-78.122,-4.844
Lasiurus borealis,-79.586,-5.585
Lasiurus borealis,-78.623,-6.487
Lasiurus borealis,-72.283,21.783
Lasiurus cinereus,-67.833,-16.283
Isthmomys pirrensis,-77.755,7.855
Isthmomys pirrensis,-77.762,7.861
Heteromys desmarestianus,-82.627,8.8
Lasiurus borealis,-77.755,7.855
Lichonycteris obscura,-75.1,-10.667
Homo sapiens,-79.933,-6.86
Heteromys desmarestianus,-84.38273,10.36811
Lasiurus ega,-66.167,-11.133
Histiotus montanus,-77.483,-7.533
Lagidium peruanum,-70.894,-16.7
Heteromys desmarestianus,-83.512,8.976
Heteromys desmarestianus,-83.179,9.964
Lutra longicaudis,-94.78199,17.34173
Marmosa mexicana,-88.683,17.6
Lutra longicaudis,-89.094,17.55
Mazama americana,-88.683,17.6
Lonchorhina aurita,-92.93795,17.54872
Macrophyllum macrophyllum,-92.91095,17.54872
Lophostoma silvicolum,-92.93795,17.54872
Lutra longicaudis,-91.53592,17.80772
Makalata didelphoides,-74.717,-8.25
Lonchophylla robusta,-83.433,9.85
Lonchophylla robusta,-84.765,10.684
Microsciurus alfari,-84.15,9.581
Lonchophylla robusta,-83.38271,10.10112
Micronycteris megalotis,-84.893,10.467
Micronycteris minuta,-83.64971,9.90113
Microsciurus alfari,-83.583,9.985
Liomys salvini,-85.08275,10.4511
Liomys salvini,-84.992,10.467
Microsciurus alfari,-84.15,9.586
Liomys salvini,-84.208,9.767
Liomys salvini,-84.217,9.767
Liomys salvini,-84.183,9.948
Liomys salvini,-83.1307,9.67215
Mazama americana,-71.217,-10.133
Lonchorhina aurita,-92.46593,15.25784
Liomys pictus,-94.04997,16.47677
Liomys salvini,-92.46593,15.25784
Liomys irroratus,-96.47303,16.07879
Metachirus nudicaudatus,-71.217,-10.133
Micoureus demerarae,-71.217,-10.133
Marmosa quichua,-71.217,-10.133
Macrophyllum macrophyllum,-71.217,-10.133
Lophostoma silvicolum,-71.217,-10.133
Lonchophylla thomasi,-71.217,-10.133
Mesomys hispidus,-71.217,-10.133
Lutra longicaudis,-71.217,-10.133
Marmosops impavidus,-76.074,-9.705
Micronycteris megalotis,-83.548,9.45
Micronycteris megalotis,-83.589,9.45
Micronycteris megalotis,-83.73272,10.38411
Micronycteris minuta,-84.196,9.946
Lonchophylla robusta,-83.54971,9.91813
Microsciurus alfari,-84.05,9.95
Liomys salvini,-84.196,9.946
Liomys salvini,-84.183,9.95
Lonchophylla robusta,-83.05,9.717
Marmosops noctivagus,-71.217,-10.133
Micronycteris megalotis,-71.217,-10.133
Micronycteris nicefori,-71.217,-10.133
Lophostoma silvicolum,-74.717,-8.25
Lonchophylla hesperia,-78.809,-5.772
Microryzomys minutus,-73.817,-12.783
Micronycteris megalotis,-61.283,10.717
Micronycteris megalotis,-60.783,11.183
Microsciurus alfari,-83.183,9.017
Liomys salvini,-84.183,9.933
Liomys salvini,-85.717,10.55
Marmosops parvidens,-71.217,-10.133
Marmosa murina,-71.217,-10.133
Metachirus nudicaudatus,-73.733,-12.667
Metachirus nudicaudatus,-73.767,-12.733
Metachirus nudicaudatus,-73.783,-12.733
Micronycteris megalotis,-73.783,-12.733
Microcavia australis,-70.833,-42.2
Macrotus waterhousii,-74.258,22.783
Macrotus waterhousii,-72.026,21.95
Macrotus waterhousii,-72.267,21.774
Macrotus waterhousii,-72.233,21.783
Metachirus nudicaudatus,-75.758,-9.076
Microsciurus flaviventer,-75.758,-9.076
Marmosa robinsoni,-79.833,9.183
Micronycteris nicefori,-80.0,9.15
Macrophyllum macrophyllum,-79.833,9.2
Lonchophylla thomasi,-78.495,-5.473
Microryzomys minutus,-76.033,-9.7
Metachirus nudicaudatus,-72.833,-12.333
Lophostoma silvicolum,-72.833,-12.333
Lonchophylla robusta,-78.494,-5.328
Lonchophylla thomasi,-70.396,-13.169
Lonchophylla thomasi,-69.954,-12.945
Microsciurus flaviventer,-70.396,-13.169
Microryzomys minutus,-77.98922,-5.8724
Microryzomys minutus,-76.133,-9.633
Microryzomys minutus,-70.917,-13.5
Microryzomys minutus,-70.972,-13.599
Mesomys hispidus,-70.396,-13.169
Macrotus waterhousii,-71.8,21.817
Marmosa murina,-77.98922,-5.8724
Lonchophylla handleyi,-78.494,-5.328
Lonchophylla thomasi,-69.877,-12.886
Microryzomys minutus,-79.465,-5.4
Macrotus waterhousii,-71.467,21.7
Lonchophylla handleyi,-75.747,-9.064
Lonchophylla robusta,-75.747,-9.064
Lonchophylla robusta,-78.344,-5.611
Micronycteris megalotis,-78.326,-5.611
Lonchophylla robusta,-78.122,-4.844
Micronycteris megalotis,-78.122,-4.844
Macrophyllum macrophyllum,-78.068,-4.808
Macrophyllum macrophyllum,-78.046,-4.762
Microryzomys minutus,-78.283,-5.481
Microsciurus flaviventer,-78.326,-5.611
Microsciurus flaviventer,-78.122,-4.844
Micoureus regina,-78.326,-5.611
Micronycteris megalotis,-77.691,-5.767
Microsciurus alfari,-77.477,-5.747
Micoureus regina,-77.133,-8.217
Microsciurus flaviventer,-78.245,-4.296
Lophostoma silvicolum,-67.417,-15.567
Microsciurus flaviventer,-78.674,-5.902
Microsciurus alfari,-75.989,3.686
Marmosa robinsoni,-77.717,7.817
Lophostoma silvicolum,-77.755,7.855
Lonchophylla mordax,-77.717,7.817
Lionycteris spurrelli,-77.717,7.817
Micronycteris minuta,-77.717,7.817
Microsciurus mimulus,-77.755,7.855
Microsciurus flaviventer,-75.1,-10.667
Marmosops juninensis,-75.333,-10.617
Lonchophylla handleyi,-75.1,-10.667
Lonchophylla mordax,-75.1,-10.667
Lionycteris spurrelli,-75.1,-10.667
Micronycteris minuta,-75.1,-10.667
Macrophyllum macrophyllum,-66.167,-11.133
Microsciurus flaviventer,-79.41529,-5.09638
Microryzomys minutus,-79.41529,-5.09638
Microryzomys minutus,-79.383,-5.117
Lophostoma silvicolum,-79.683,-6.2
Lonchophylla hesperia,-79.724,-5.823
Microsciurus flaviventer,-72.706,-3.199
Marmosops noctivagus,-72.706,-3.199
Micoureus demerarae,-72.706,-3.199
Liomys salvini,-84.72274,9.95013
Metachirus nudicaudatus,-73.333,-3.047
Microsciurus flaviventer,-72.75,-3.458
Microsciurus flaviventer,-73.333,-3.047
Lophostoma silvicolum,-73.333,-3.047
Lutra longicaudis,-68.967,-11.183
Liomys salvini,-84.533,9.873
Molossus molossus,-61.25,10.5
Mormoops megalophylla,-96.107,19.101
Mimon cozumelae,-92.91095,17.54872
Molossus ater,-92.93795,17.54872
Molossus ater,-92.93095,17.56972
Monophyllus redmani,-66.15,18.433
Molossus ater,-91.53592,17.98971
Molossus molossus,-91.53592,18.1727
Molossus ater,-88.667,18.117
Molossus bondae,-83.64971,9.90113
Molossus sinaloae,-83.48671,8.6982
Molossus sinaloae,-84.533,10.367
Molossus ater,-83.347,8.864
Molossus ater,-93.68296,16.0228
Molossops greenhalli,-71.217,-10.133
Molossus molossus,-74.717,-8.25
Mimon crenulatum,-83.73272,10.38411
Molossops greenhalli,-84.196,9.946
Molossus ater,-83.3107,9.25117
Molossus ater,-84.196,9.946
Molossus ater,-84.203,9.953
Molossus sinaloae,-84.133,9.917
Molossus sinaloae,-84.196,9.946
Molossus bondae,-83.73272,10.38411
Molossus ater,-84.183,9.933
Molossus sinaloae,-84.183,9.933
Monodelphis adusta,-76.074,-9.705
Mimon crenulatum,-71.217,-10.133
Molossops abrasus,-71.217,-10.133
Molossus molossus,-75.533,-5.167
Molossus molossus,-71.217,-10.133
Mimon koepckeae,-73.783,-12.733
Mimon crenulatum,-73.783,-12.717
Molossus molossus,-60.783,11.183
Mormopterus kalinowskii,-76.4,-13.083
Molossus molossus,-73.733,-12.667
Monophyllus redmani,-74.258,22.783
Monophyllus redmani,-72.01,21.9
Monophyllus redmani,-71.8,21.817
Molossops greenhalli,-84.381,9.581
Molossops greenhalli,-84.183,9.933
Molossus molossus,-84.381,9.581
Molossus ater,-84.381,9.581
Molossus molossus,-80.0,9.15
Molossus molossus,-79.833,9.183
Molossus bondae,-79.833,9.183
Molossus bondae,-79.8,9.167
Monophyllus redmani,-66.884,17.976
Monophyllus redmani,-66.87,17.967
Monophyllus redmani,-66.589,18.18
Monophyllus redmani,-66.074,18.11
Molossus ater,-78.494,-5.328
Molossus molossus,-78.494,-5.328
Molossus molossus,-77.927,-5.257
Monophyllus redmani,-71.75,18.196
Mormoops megalophylla,-79.783,-5.841
Mormoops megalophylla,-79.783,-5.903
Molossus molossus,-79.783,-5.841
Molossus molossus,-79.783,-5.903
Mormopterus kalinowskii,-79.783,-5.841
Mormopterus kalinowskii,-79.783,-5.903
Molossus molossus,-78.122,-4.844
Molossops abrasus,-78.122,-4.844
Molossus ater,-78.122,-4.844
Monophyllus redmani,-72.283,21.783
Akodon mimus,-67.8,-16.3
Molossus molossus,-79.767,-5.952
Mormopterus kalinowskii,-79.683,-6.2
Molossus molossus,-79.683,-6.2
Molossops temminckii,-60.15,-20.233
Molossops temminckii,-59.85,-19.995
Molossus molossus,-60.033,-21.902
Molossus ater,-57.65,-25.267
Molossus molossus,-66.167,-11.133
Molossus molossus,-79.724,-5.823
Mimon crenulatum,-73.333,-3.047
Mus musculus,-88.683,17.6
Myotis fortidens,-92.92195,17.81171
Myotis fortidens,-92.93795,17.81171
Myotis fortidens,-92.78495,18.48868
Mustela frenata,-96.31103,17.76671
Mustela frenata,-83.0707,9.07218
Myotis albescens,-74.717,-8.25
Myotis albescens,-71.217,-10.133
Myoprocta acouchy,-71.217,-10.133
Myotis keaysi,-76.074,-9.705
Myotis chiloensis,-76.074,-9.705
Myotis albescens,-83.73272,10.38411
Myotis chiloensis,-83.548,9.45
Mustela frenata,-84.14,9.91
Myotis chiloensis,-83.717,9.567
Myotis albescens,-75.533,-5.167
Myotis keaysi,-84.15,10.167
Mus musculus,-84.183,9.933
Myotis albescens,-73.733,-12.667
Myotis albescens,-73.767,-12.733
Myotis levis,-71.54,-41.966
Myotis keaysi,-76.033,-9.7
Myotis keaysi,-76.133,-9.633
Mustela frenata,-76.083,-9.767
Myotis keaysi,-79.465,-5.4
Myotis chiloensis,-79.465,-5.4
Myotis keaysi,-72.455,-13.081
Myotis atacamensis,-79.783,-5.841
Myotis keaysi,-78.254,-5.611
Myotis keaysi,-78.751,-6.463
Myotis albescens,-78.751,-6.463
Myotis keaysi,-67.783,-16.267
Myotis albescens,-69.283,-12.85
Mus musculus,-78.067,-7.8
Myotis atacamensis,-79.683,-6.2
Myotis albescens,-77.717,7.817
Myoprocta acouchy,-75.29,-10.567
Myotis keaysi,-75.333,-10.617
Myotis albescens,-66.167,-11.133
Mustela frenata,-79.41529,-5.09638
Myotis keaysi,-79.41529,-5.09638
Mus musculus,-79.783,-5.841
Mustela frenata,-76.117,-9.683
Mustela frenata,-76.05,-9.667
Mus musculus,-84.09973,10.30111
Myoprocta acouchy,-72.75,-3.458
Myoprocta acouchy,-73.247,-2.934
Myoprocta acouchy,-72.82,-3.498
Nasua nasua,-84.603,9.767
Oligoryzomys fulvescens,-92.95295,17.79671
Oligoryzomys fulvescens,-92.76295,18.48868
Oligoryzomys fulvescens,-91.53592,17.79672
Odocoileus virginianus,-91.53592,17.80772
Odocoileus virginianus,-91.53592,17.98971
Nyctinomops laticaudatus,-88.667,18.117
Oligoryzomys longicaudatus,-71.217,-10.133
Oligoryzomys fulvescens,-84.19,9.931
Oecomys superans,-71.217,-10.133
Oligoryzomys microtis,-71.217,-10.133
Oecomys bicolor,-71.217,-10.133
Oligoryzomys fulvescens,-84.196,9.946
Oligoryzomys destructor,-76.074,-9.705
Oecomys phaeotis,-71.217,-10.133
Oligoryzomys fulvescens,-83.733,9.567
Oligoryzomys fulvescens,-83.76672,9.60115
Oecomys trinitatis,-84.317,9.517
Oligoryzomys longicaudatus,-73.767,-12.7
Oligoryzomys microtis,-73.733,-12.7
Oligoryzomys fulvescens,-84.183,9.933
Oligoryzomys fulvescens,-83.183,9.017
Oligoryzomys fulvescens,-83.982,9.95
Oligoryzomys microtis,-73.733,-12.667
Oligoryzomys destructor,-73.783,-12.733
Oligoryzomys destructor,-73.767,-12.733
Oligoryzomys longicaudatus,-70.833,-42.2
Oligoryzomys destructor,-70.917,-13.5
Oligoryzomys chacoensis,-72.035,-3.583
Oligoryzomys andinus,-72.035,-3.583
Oligoryzomys arenalis,-79.662,-5.455
Oligoryzomys andinus,-79.662,-5.455
Oligoryzomys arenalis,-79.465,-5.4
Oligoryzomys andinus,-79.465,-5.4
Oligoryzomys destructor,-77.98922,-5.8724
Oecomys superans,-69.954,-12.945
Oligoryzomys microtis,-69.954,-12.945
Oligoryzomys destructor,-72.417,-13.1
Nyctinomops laticaudatus,-79.783,-5.841
Nyctinomops laticaudatus,-79.783,-5.903
Nyctinomops aurispinosus,-79.783,-5.841
Oligoryzomys microtis,-69.283,-12.85
Nyctinomops laticaudatus,-79.724,-5.823
Nyctinomops laticaudatus,-79.683,-6.2
Nyctomys sumichrasti,-82.627,8.8
Oecomys trinitatis,-77.717,7.817
Oligoryzomys microtis,-79.41529,-5.09638
Nyctinomops aurispinosus,-79.683,-6.2
Oecomys paricola,-72.706,-3.199
Oligoryzomys fulvescens,-83.94972,9.73414
Oecomys paricola,-68.55,-15.083
Orthogeomys hispidus,-88.683,17.6
Orthogeomys hispidus,-88.981,17.156
Oryzomys couesi,-88.683,17.6
Oryzomys couesi,-88.367,16.983
Oryzomys alfaroi,-88.367,16.983
Oryzomys couesi,-88.352,16.983
Oryzomys couesi,-88.367,16.969
Oryzomys melanotis,-88.983,16.783
Oryzomys couesi,-88.95,16.874
Oryzomys alfaroi,-88.983,16.783
Oryzomys couesi,-88.98,16.267
Oryzomys melanotis,-89.033,17.55
Oryzomys couesi,-88.983,16.967
Oryzomys couesi,-92.93795,17.54872
Oryzomys couesi,-92.95295,17.76771
Oryzomys couesi,-92.95295,17.79671
Oryzomys melanotis,-92.93795,17.54872
Orthogeomys hispidus,-92.93795,17.54872
Oryzomys couesi,-92.76295,18.48868
Oryzomys couesi,-92.77795,18.47768
Oryzomys alfaroi,-83.1647,9.75314
Oryzomys alfaroi,-82.93169,8.7372
Oryzomys alfaroi,-84.915,10.467
Orthogeomys underwoodi,-84.317,9.517
Oryzomys alfaroi,-84.267,9.7
Oryzomys couesi,-94.04997,16.47677
Oryzomys nitidus,-71.217,-10.133
Oryzomys capito,-71.217,-10.133
Orthogeomys cavator,-83.548,9.45
Orthogeomys cavator,-83.667,9.5
Orthogeomys cavator,-83.58,9.45
Orthogeomys cherriei,-83.73272,10.38411
Oryzomys devius,-83.589,9.45
Oryzomys bolivaris,-83.73272,10.38411
Oryzomys devius,-83.76672,9.60115
Oryzomys devius,-83.667,9.5
Oryzomys macconnelli,-71.217,-10.133
Oryzomys alfaroi,-84.20573,9.80714
Oryzomys capito,-52.05,0.983
Oryzomys capito,-73.733,-12.7
Oryzomys keaysi,-73.8,-12.75
Orthogeomys cherriei,-85.3,10.15
Orthogeomys underwoodi,-83.415,9.018
Oryzomys devius,-83.183,9.017
Oryzomys alfaroi,-84.27673,9.70414
Oryzomys albigularis,-73.733,-12.667
Oryzomys capito,-73.733,-12.667
Oryzomys nitidus,-73.733,-12.667
Oryzomys auriventer,-73.783,-12.733
Oryzomys capito,-73.767,-12.733
Oryzomys nitidus,-73.767,-12.733
Oryzomys capito,-76.37,-0.24
Oryzomys capito,-75.758,-9.076
Oryzomys capito,-70.396,-13.169
Oryzomys macconnelli,-70.396,-13.169
Oryzomys capito,-72.833,-12.333
Oryzomys macconnelli,-72.833,-12.333
Oryzomys balneator,-78.892,-5.099
Oryzomys albigularis,-78.212,-5.642
Oryzomys capito,-78.122,-4.844
Oryzomys capito,-69.283,-12.85
Oryzomys albigularis,-77.167,-8.2
Oryzomys albigularis,-77.133,-8.217
Orthogeomys heterodus,-83.868,9.917
Orthogeomys cherriei,-83.467,10.1
Orthogeomys cavator,-82.767,8.833
Orthogeomys cavator,-82.56669,8.86819
Orthogeomys dariensis,-77.755,7.855
Orthogeomys dariensis,-77.717,7.817
Oryzomys keaysi,-75.333,-10.617
Oryzomys albigularis,-75.333,-10.617
Orthogeomys heterodus,-84.09973,10.30111
Orthogeomys heterodus,-84.10672,9.86914
Orthogeomys cherriei,-84.38273,10.36811
Orthogeomys cavator,-83.70771,9.50716
Oryzomys bolivaris,-84.38273,10.36811
Oryzomys alfaroi,-84.38273,10.36811
Oryzomys keaysi,-69.232,-14.264
Oryzomys albigularis,-79.41529,-5.09638
Oryzomys albigularis,-79.383,-5.117
Oryzomys albigularis,-77.379,-7.483
Oryzomys devius,-83.70771,9.50716
Oryzomys couesi,-84.607,9.776
Oryzomys couesi,-84.72274,9.95013
Orthogeomys underwoodi,-83.585,9.012
Orthogeomys underwoodi,-84.607,9.776
Orthogeomys cherriei,-84.72274,9.95013
Orthogeomys hispidus,-88.795,17.25
Orthogeomys cavator,-83.94972,9.73414
Orthogeomys cherriei,-83.73272,10.35711
Orthogeomys cherriei,-83.458,10.114
Oryzomys devius,-83.94972,9.73414
Orthogeomys underwoodi,-84.603,9.807
Orthogeomys cavator,-83.72771,9.48816
Orthogeomys underwoodi,-84.05,9.504
Orthogeomys cherriei,-83.179,9.964
Orthogeomys underwoodi,-84.533,9.873
Orthogeomys cherriei,-84.915,10.5
Oryzomys alfaroi,-84.915,10.5
Orthogeomys grandis,-98.549,18.608
Orthogeomys grandis,-98.549,18.64
Oryzomys couesi,-96.381,19.591
Peromyscus furvus,-97.02805,19.42162
Oryzomys palustris,-88.367,16.969
Ototylomys phyllotis,-88.983,16.783
Ototylomys phyllotis,-88.367,16.983
Ototylomys phyllotis,-88.367,16.969
Ototylomys phyllotis,-88.98,16.267
Ototylomys phyllotis,-89.033,17.55
Ototylomys phyllotis,-88.683,17.6
Panthera onca,-89.094,17.55
Pecari tajacu,-89.094,17.55
Oryzomys palustris,-92.77795,18.47768
Panthera onca,-88.317,16.8
Ototylomys phyllotis,-83.1647,9.75314
Oryzomys palustris,-84.317,9.517
Oryzomys talamancae,-83.45,8.967
Ototylomys phyllotis,-84.208,9.767
Peromyscus aztecus,-92.46593,15.50383
Peromyscus boylii,-96.47303,16.07879
Peromyscus boylii,-92.46593,15.50383
Oryzomys xantheolus,-76.4,-13.083
Ototylomys phyllotis,-83.415,9.018
Oryzomys yunganus,-73.767,-12.733
Peromyscus guatemalensis,-92.34793,15.43983
Peropteryx macrotis,-61.567,10.717
